"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"1";"@CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR    #DYARMY  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  el show que no quie… https://t.co/dRQvAnRafC";FALSE;0;"CanelaRadioEc";2017-07-12 04:32:34;TRUE;NA;"884993867237535744";"2411790656";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"ERICKDANNYY";0;FALSE;FALSE;NA;NA
"2";"RT @IEPI_Ecuador: <ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> #IEPIenMedios

MAÑANA a las 9h00, no te pierdas la entrevista a @pscevallos, en @CanelaRadioEc | #IEPIaporta https://t.…";FALSE;0;NA;2017-07-12 04:22:24;FALSE;NA;"884991305734123520";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Oswaldovelasqu4";14;TRUE;FALSE;NA;NA
"3";"RT @DYARMY_EQUADOR: Llega el #ReyDelReggaeton @daddy_yankee gracias a @CanelaRadioEc

Quito, 10 de agosto - Coliseo General Rumiñahui

Adqu…";FALSE;0;NA;2017-07-12 04:05:55;FALSE;NA;"884987159601713152";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Jessi_NZ";5;TRUE;FALSE;NA;NA
"4";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/JN90Ywuutl";FALSE;0;NA;2017-07-12 04:01:23;FALSE;NA;"884986016435773443";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"VLADY10";8;TRUE;FALSE;NA;NA
"5";"RT @munekitovictor: @AlejaDuqueR @LoroHomero @PATODIAZGUEVARA @CanelaRadioEc @cabify_ecuador 

 https://t.co/yPUl0YrowA";FALSE;0;NA;2017-07-12 03:38:39;FALSE;NA;"884980296927645698";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"PATODIAZGUEVARA";3;TRUE;FALSE;NA;NA
"6";"@AlejaDuqueR @LoroHomero @CanelaRadioEc jaja.. que miedo!!";FALSE;0;"AlejaDuqueR";2017-07-12 03:03:25;FALSE;"884798268995141633";"884971429334323201";"91361382";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Edgar13H";0;FALSE;FALSE;NA;NA
"7";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/lLmZjRcLGZ";FALSE;0;NA;2017-07-12 02:46:34;FALSE;NA;"884967189656338432";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"kdiazyepez";3;TRUE;FALSE;NA;NA
"8";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/Y9NoPcCYQV";FALSE;0;NA;2017-07-12 02:46:23;FALSE;NA;"884967142176808960";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"kdiazyepez";4;TRUE;FALSE;NA;NA
"9";"RT @apguayas: Sigue el recorrido y llegada de @MashiRafael al aeropuerto de #Tababela a través de FB LIVE: https://t.co/OxwSdshe2R ó por @C…";FALSE;0;NA;2017-07-12 02:29:01;FALSE;NA;"884962774690013185";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"vcarrionjimenez";14;TRUE;FALSE;NA;NA
"10";"RT @IEPI_Ecuador: <ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> #IEPIenMedios

MAÑANA a las 9h00, no te pierdas la entrevista a @pscevallos, en @CanelaRadioEc | #IEPIaporta https://t.…";FALSE;0;NA;2017-07-12 02:04:46;FALSE;NA;"884956668555124745";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"PatoVal15";14;TRUE;FALSE;NA;NA
"11";"RT @IEPI_Ecuador: <ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> #IEPIenMedios

MAÑANA a las 9h00, no te pierdas la entrevista a @pscevallos, en @CanelaRadioEc | #IEPIaporta https://t.…";FALSE;0;NA;2017-07-12 02:01:48;FALSE;NA;"884955924728819712";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"gabbomontenegro";14;TRUE;FALSE;NA;NA
