"x"
"1";5669
"2";1585
"3";3471
"4";1547
"5";1608
"6";5303
"7";3674
"8";458
"9";3445
"10";5610
"11";7641
"12";5133
"13";1789
"14";4717
"15";7522
"16";876
"17";1699
"18";4013
"19";1078
"20";7779
"21";4978
"22";1136
"23";795
"24";6055
"25";5722
"26";5802
"27";2337
"28";8034
"29";5084
"30";5375
"31";7411
"32";5587
"33";979
"34";4762
"35";6031
"36";2198
"37";6567
"38";8049
"39";6283
"40";2696
"41";1544
"42";1956
"43";868
"44";3026
"45";5956
"46";2449
"47";1087
"48";120
"49";6118
"50";7081
"51";1314
"52";6306
"53";2620
"54";6874
"55";1613
"56";6802
"57";1222
"58";3423
"59";6853
"60";5708
"61";498
"62";1546
"63";5987
"64";3112
"65";2542
"66";2823
"67";1056
"68";3798
"69";4497
"70";5614
"71";6554
"72";2629
"73";7906
"74";1620
"75";7919
"76";3377
"77";2133
"78";5785
"79";5072
"80";531
"81";4139
"82";6423
"83";7632
"84";5277
"85";276
"86";5009
"87";7416
"88";3980
"89";2189
"90";4092
"91";6740
"92";3541
"93";1409
"94";6407
"95";7419
"96";5107
"97";3757
"98";3582
"99";701
"100";2864
"101";3696
"102";1313
"103";1462
"104";2374
"105";4371
"106";3691
"107";7266
"108";6603
"109";4447
"110";6658
"111";5579
"112";4810
"113";6508
"114";7362
"115";3693
"116";2052
"117";7920
"118";2494
"119";4255
"120";4472
"121";3751
"122";5866
"123";4142
"124";6198
"125";4701
"126";2621
"127";1591
"128";7930
"129";7786
"130";7835
"131";6513
"132";1879
"133";2328
"134";3414
"135";2278
"136";2883
"137";492
"138";5728
"139";2860
"140";5411
"141";6127
"142";771
"143";3882
"144";6619
"145";3716
"146";5193
"147";702
"148";955
"149";4517
"150";2213
"151";8023
"152";5955
"153";3202
"154";821
"155";1964
"156";511
"157";2634
"158";1417
"159";5113
"160";3571
"161";2662
"162";1727
"163";3106
"164";2482
"165";1042
"166";6248
"167";5498
"168";4966
"169";172
"170";1387
"171";5876
"172";290
"173";3866
"174";6910
"175";6337
"176";4991
"177";7752
"178";403
"179";2178
"180";5080
"181";4886
"182";6637
"183";7702
"184";3182
"185";1914
"186";7200
"187";6203
"188";1690
"189";632
"190";5450
"191";4049
"192";1911
"193";6591
"194";5434
"195";6617
"196";87
"197";935
"198";5716
"199";2245
"200";7363
"201";6444
"202";7971
"203";2618
"204";7355
"205";5574
"206";3564
"207";3380
"208";5523
"209";7899
"210";223
"211";3101
"212";5585
"213";1731
"214";1957
"215";3584
"216";6037
"217";154
"218";4492
"219";5369
"220";6486
"221";3511
"222";693
"223";2077
"224";5389
"225";5048
"226";6069
"227";5058
"228";5880
"229";2819
"230";6003
"231";140
"232";5266
"233";6011
"234";248
"235";250
"236";4120
"237";2372
"238";7406
"239";1746
"240";1414
"241";6524
"242";804
"243";4047
"244";2405
"245";1166
"246";6026
"247";5510
"248";4102
"249";2812
"250";6612
"251";2411
"252";400
"253";4772
"254";3028
"255";3898
"256";2344
"257";863
"258";3930
"259";5337
"260";1253
"261";125
"262";2093
"263";5474
"264";2687
"265";6679
"266";5043
"267";5380
"268";1185
"269";3498
"270";7164
"271";5999
"272";5539
"273";2912
"274";4476
"275";307
"276";192
"277";6923
"278";1453
"279";2408
"280";209
"281";6223
"282";1970
"283";7914
"284";6041
"285";3943
"286";8027
"287";4406
"288";22
"289";2956
"290";6549
"291";4745
"292";2280
"293";3047
"294";1696
"295";6074
"296";1840
"297";703
"298";7267
"299";4655
"300";7514
"301";6715
"302";6416
"303";8036
"304";3905
"305";5224
"306";7203
"307";6796
"308";302
"309";5181
"310";4840
"311";3822
"312";318
"313";63
"314";4282
"315";5597
"316";7601
"317";2602
"318";4474
"319";833
"320";3538
"321";7516
"322";2664
"323";1913
"324";7068
"325";2084
"326";5980
"327";4056
"328";1125
"329";2715
"330";4132
"331";165
"332";7739
"333";5526
"334";3634
"335";3164
"336";3455
"337";583
"338";3863
"339";4666
"340";4003
"341";4227
"342";5699
"343";2146
"344";1564
"345";1947
"346";3149
"347";3709
"348";5457
"349";7936
"350";4129
"351";2761
"352";7125
"353";5514
"354";5124
"355";4906
"356";6193
"357";1262
"358";5612
"359";4320
"360";5509
"361";2187
"362";441
"363";2990
"364";5185
"365";3248
"366";1054
"367";3180
