"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"1";"Lo mejor que puedes hacer a esta hora es escuchar @radioalfaec <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>";FALSE;0;NA;2017-07-13 03:45:10;FALSE;NA;"885344322559803392";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"darioawesome";0;FALSE;FALSE;NA;NA
"2";"Todos los Djs que mueven el mundo con el mejor beat suenan aquí https://t.co/innt8IiRWi #AlfaNight https://t.co/zSoNcbs8gi";FALSE;1;NA;2017-07-13 03:26:24;FALSE;NA;"885339601933619200";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";0;FALSE;FALSE;NA;NA
"3";"Vota por tu favorita en el #AlfaTop20
Conteo Final Jueves 15 horas";FALSE;0;NA;2017-07-13 03:17:25;FALSE;NA;"885337340855681025";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";2;FALSE;FALSE;NA;NA
"4";"@radioalfaec graciaas";FALSE;0;"RobayoPaulo";2017-07-13 02:10:46;FALSE;"885305593875095552";"885320567708160002";"4100493513";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"RobayoPaulo";0;FALSE;FALSE;NA;NA
"5";"@radioalfaec hola alfa radio pueden poner FEELS de CALVIN HARRIS POR FAVOR";FALSE;2;"radioalfaec";2017-07-13 01:11:16;FALSE;"885298548195119104";"885305593875095552";"288528334";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"RobayoPaulo";0;FALSE;FALSE;NA;NA
"6";"Hoy, mañana y siempre con el mejor #Dance del planeta #AlfaRadio #AlfaMania https://t.co/innt8IiRWi https://t.co/9mYPOxwuqj";FALSE;3;NA;2017-07-13 00:43:16;FALSE;NA;"885298548195119104";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";0;FALSE;FALSE;NA;NA
"7";"@radioalfaec ola Gustavo te escucho todos los dias desde 98.5, muy buena programación. Pondrías la música YOU MAKE ME de AVICII. Gracias";FALSE;0;"radioalfaec";2017-07-12 23:10:52;FALSE;NA;"885275294957010944";"288528334";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"checatimbila";0;FALSE;FALSE;NA;NA
"8";"Hola @radioalfaec    puede poner #DevuélvemeElCorazón d @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE";FALSE;0;NA;2017-07-12 21:45:08;FALSE;NA;"885253718442168321";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Carolina_Chila";0;FALSE;FALSE;NA;NA
"9";"Con los sonidos que tu quieres estar #ParaLaOreja @maferfreire te acompaña hasta las 15:00 pm";FALSE;2;NA;2017-07-12 17:38:17;FALSE;NA;"885191597096407040";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";0;FALSE;FALSE;NA;NA
"10";"RT @radioalfaec: La vida se disfruta mejor cantando y bailando al ritmo de la #MúsicaElectrónica en el #AlfaShow con @nachomendezo y @carol…";FALSE;0;NA;2017-07-12 16:31:03;FALSE;NA;"885174678901358593";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"luiseduya";1;TRUE;FALSE;NA;NA
"11";"Hola amigos @radioalfaec   porfa pongan la canción #MiGente de @jbalvin_ecuador #Jbalvin";FALSE;0;NA;2017-07-12 15:37:18;FALSE;NA;"885161148856893442";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"leito_s725";0;FALSE;FALSE;NA;NA
"12";"@radioalfaec ubiquen a a @faustominoz con #SoyValiente";FALSE;0;"radioalfaec";2017-07-12 14:01:40;FALSE;NA;"885137084272521216";"288528334";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"GabrielMonHi";0;FALSE;FALSE;NA;NA
"13";"Somos tu mejor compañía en este #Martes estas en #AlfaNight https://t.co/zKMzJZPHiW";FALSE;2;NA;2017-07-12 02:43:01;FALSE;NA;"884966295577526273";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";0;FALSE;FALSE;NA;NA
"14";"@viviiabi es nuestra invitada de esta semana en el #AlfaShow 
<U+27A5> Mano arriba quienes conocen a esta youtuber https://t.co/SzQSb3zzjt";FALSE;0;"Viviiabi";2017-07-12 02:15:04;FALSE;NA;"884959262044278784";"2722570848";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";0;FALSE;FALSE;NA;NA
"15";"Nochesita de martes con el mejor ambiente #Dance desde #AlfaMania junto a @GerardVoice https://t.co/innt8IiRWi";FALSE;4;NA;2017-07-11 23:24:08;FALSE;NA;"884916246835318784";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";2;FALSE;FALSE;NA;NA
"16";"Hola @radioalfaec <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> pueden programar #VolverteAVer de #LeslieShaw &amp; #Legarda <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5>";FALSE;0;NA;2017-07-11 21:36:52;FALSE;NA;"884889249618776065";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"luisa19918";0;FALSE;FALSE;NA;NA
"17";"RT @s19reyes: Hola @radioalfaec <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> pueden programar #VolverteAVer de #LeslieShaw &amp; #Legarda <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5> 
https://t.co/KKZWayIBTt";FALSE;0;NA;2017-07-11 21:36:37;FALSE;NA;"884889188465856513";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"luisa19918";1;TRUE;FALSE;NA;NA
"18";"Hola @radioalfaec <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> pueden programar #VolverteAVer de #LeslieShaw &amp; #Legarda <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5> 
https://t.co/KKZWayIBTt";FALSE;0;NA;2017-07-11 21:36:06;FALSE;NA;"884889059247706113";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"s19reyes";1;FALSE;FALSE;NA;NA
"19";"@radioalfaec pueden poner #DevuelvemeElCorazon @SebastianYatra por favor @GomiTwiin @andradedirak @Vivi_CaroLuna @YatraEc @SebastianYatraE";FALSE;0;"radioalfaec";2017-07-11 21:30:03;FALSE;NA;"884887534291079169";"288528334";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"vickimartillo_";0;FALSE;FALSE;NA;NA
"20";"@radioalfaec será q pueden ayudarme con el número dé WhatsApp";FALSE;0;"radioalfaec";2017-07-11 20:49:51;FALSE;NA;"884877420725227520";"288528334";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"bryantuarez2";0;FALSE;FALSE;NA;NA
"21";"¡¡¡ YA ESTAMOS A 10 DÍAS DE #Tomorrowland !!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
@radioalfaec  
 <ed><U+00A0><U+00BE><ed><U+00B4><U+009C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BE><ed><U+00B4><U+009B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+200D><ed><U+00A0><U+00BC><ed><U+00BE><U+00A4><ed><U+00A0><U+00BD><ed><U+00B1><U+00A9><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>";FALSE;2;NA;2017-07-11 14:37:28;FALSE;NA;"884783704165548032";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"AdrianZboss";0;FALSE;FALSE;NA;NA
"22";"Empieza tu mañana de martes con la mejor Musica Sigue a @radioalfaec y conectate con el mejor dance #GoodMorningEcuador";FALSE;2;NA;2017-07-11 12:24:42;FALSE;NA;"884750294860546048";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Ar_BassDj";0;FALSE;FALSE;NA;NA
"23";"RT @ChartsMaiteP: Hola @radioalfaec, podría sonar 'Loca' de Maite Perroni y Cali &amp; El Dande en tu programacíon? Gracias!";FALSE;0;NA;2017-07-11 06:39:23;FALSE;NA;"884663390425280512";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"LaiNelerroni";2;TRUE;FALSE;NA;NA
"24";"RT @radioalfaec: Es #Lunes y la fiesta continúa  #Intensamente en #AlfaNight junto a @carolbrunes https://t.co/2aXcfoDjvl";FALSE;0;NA;2017-07-11 02:16:06;FALSE;NA;"884597136238751745";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Santiago_Adan";1;TRUE;FALSE;NA;NA
"25";"Es #Lunes y la fiesta continúa  #Intensamente en #AlfaNight junto a @carolbrunes https://t.co/2aXcfoDjvl";FALSE;0;NA;2017-07-11 02:13:15;FALSE;NA;"884596418454880257";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";1;FALSE;FALSE;NA;NA
"26";"#AlfaMania con la mejor vibra en la noche o/";FALSE;1;NA;2017-07-11 00:28:39;FALSE;NA;"884570092222259200";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"radioalfaec";0;FALSE;FALSE;NA;NA
"27";"@radioalfaec  cómo se llama la canción que sonó hace tres minutos";FALSE;0;"radioalfaec";2017-07-10 23:28:47;FALSE;NA;"884555029247664132";"288528334";"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"ArevalogGabriel";0;FALSE;FALSE;NA;NA
