"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"1";"@WQRadio_EC pueden poner #DevuélvemeElCorazón de @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE";FALSE;0;"WQRadio_EC";2017-07-14 03:06:05;FALSE;NA;"885696877194346501";"423764833";"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"allyson_Touzard";0;FALSE;FALSE;NA;NA
"2";"@angelochoar muchas gracias por colocar #SiNoEstas de @JoelyBrian @WQRadio_EC #LaNocheEnWQ hermoso tema! Linda noche! #PromoEcuadorJyB";FALSE;0;"angelochoar";2017-07-14 02:45:09;FALSE;NA;"885691607843954688";"256597603";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M2)</a>";"CinthiaE94";0;FALSE;FALSE;NA;NA
"3";"Gracias @angelochoar por complacerme q bien suenan @JoelyBrian con #SiNoEstas en @WQRadio_EC #PromoEcuadorJyB";FALSE;0;NA;2017-07-14 02:43:17;FALSE;NA;"885691139470360576";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"karen_jtt";0;FALSE;FALSE;NA;NA
"4";"Gracias @angelochoar por complacerme con @JoelyBrian  @WQRadio_EC #LanocheEnWqRadio #PromoEcuadorJyB<U+2764>";FALSE;1;NA;2017-07-14 02:41:52;FALSE;NA;"885690781549436936";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"lorenap45184908";0;FALSE;FALSE;NA;NA
"5";"Que lindoo suena #SiNoEstas de @JoelyBrian en #LaNocheEnWQ @WQRadio_EC <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>me encanta! @angelochoar <ed><U+00A0><U+00BD><ed><U+00B2><U+009F>saludos desde Argentina! #PromoEcuadorJyB";FALSE;0;NA;2017-07-14 02:40:40;FALSE;NA;"885690480129912832";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"MiiliSantillan";0;FALSE;FALSE;NA;NA
"6";"Mùsica en vivo en #LaNocheEnWQRadio con @angelochoar por la mejor radio #WqRadio Como te Gusta!!! https://t.co/sYtzQo7VYG";FALSE;3;NA;2017-07-14 02:33:56;FALSE;NA;"885688786482593793";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"WQRadio_EC";2;FALSE;FALSE;NA;NA
"7";"RT @marciaboltas: Buenas noches @angelochoar espero allas tenido un bonito jueves!! Un abrazo desde #chile #lanocheenwq @WQRadio_EC #promoe…";FALSE;0;NA;2017-07-14 02:30:49;FALSE;NA;"885688001367601153";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"LunaGiuli21";1;TRUE;FALSE;NA;NA
"8";"RT @MiiliSantillan: Holaaa @angelochoar <ed><U+00A0><U+00BD><ed><U+00B1><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>ya en compañía de #LaNocheEnWQ por @WQRadio_EC desde Argentina<ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BD><ed><U+00B3><U+00BB>
Abrazo enorme a la distancia <ed><U+00A0><U+00BE><ed><U+00B4><U+0097> #…";FALSE;0;NA;2017-07-14 02:30:36;FALSE;NA;"885687945402953732";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"LunaGiuli21";1;TRUE;FALSE;NA;NA
"9";"RT @ronimompiche: @CompaTeran @ControlMinero @CristinaSilvaEc @JavierCordovaEC @economista33 @CNACEcuador @TurismoEc @Ambiente_Ec @Cultura_…";FALSE;0;NA;2017-07-14 02:11:28;FALSE;NA;"885683132837634054";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"Osdrane";1;TRUE;FALSE;NA;NA
"10";"@WQRadio_EC Saludos desde Chile escuchando @Melibeamusica @GilmarLeon <U+270C>";FALSE;1;"WQRadio_EC";2017-07-14 02:03:51;FALSE;NA;"885681214249676800";"423764833";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"mariaccf377";0;FALSE;FALSE;NA;NA
"11";"RT @CarlosA25536807: @MIES_Zona8 @johannacin @GeovannyCanar @rolandon1966 @IvanEspinelM @radio_sucre @SchezFernandez @radiosonorama @radiop…";FALSE;0;NA;2017-07-14 02:01:17;FALSE;NA;"885680568066768897";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"GeovannyCanar";1;TRUE;FALSE;NA;NA
