"n";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"localidad"
"1";"@simbana_oswaldo @Radiaciont @CanelaRadioEc Yoooo kiero la entrada para salsa viva";FALSE;0;"simbana_oswaldo";2017-07-18 03:50:36;FALSE;"877905018413662208";"887157631806312448";"867170751522250752";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"jessica38263372";0;FALSE;FALSE;NA;NA;"Pichincha, Ecuador"
"2";"RT @Radiaciont: Adquiera hoy mismo sus entradas
#salsaviva 
@CanelaRadioEc https://t.co/JPztHdncY1";FALSE;0;NA;2017-07-18 03:42:13;FALSE;NA;"887155523031891970";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"jessica38263372";6;TRUE;FALSE;NA;NA;"Pichincha, Ecuador"
"3";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/AuTC9iuoU3";FALSE;0;NA;2017-07-18 01:57:40;FALSE;NA;"887129210971664384";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"JamesDarkness01";4;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"4";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/W3GJ06QAD5";FALSE;0;NA;2017-07-18 01:44:15;FALSE;NA;"887125833353228288";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"MaribelSaquipay";4;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"5";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/gbawWAXLkp";FALSE;0;NA;2017-07-18 01:42:00;FALSE;NA;"887125268598575105";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"MaribelSaquipay";5;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"6";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/HiTcefLCpt";FALSE;0;NA;2017-07-18 01:32:34;FALSE;NA;"887122895956307968";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"anth_desint03";4;TRUE;FALSE;NA;NA;""
"7";"De Colombia para Ecuador y el mundo entero @CanelaRadioEc #Quieroquehagamoselamor https://t.co/WiQUPATzRV  @HGcantante ft @Jimmycantante";FALSE;0;NA;2017-07-18 01:11:12;FALSE;NA;"887117517449199617";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"DjYax27";0;FALSE;FALSE;NA;NA;"Florida, USA"
"8";"RT @pablody10: @ERICKDANNYY @CanelaRadioEc @ERICKDANNYY se merecia ganar!! @CanelaRadioEc";FALSE;0;NA;2017-07-18 00:34:54;FALSE;NA;"887108380850040832";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"ERICKDANNYY";1;TRUE;FALSE;NA;NA;"Ecuador"
"9";"RT @vagosconsuerte: Gracias a nuestros panas de @CANELATV nuestra cuña oficial @LoroHomero @CanelaRadioEc alce la mano si nos escucha <ed><U+00A0><U+00BD><ed><U+00B1><U+0086><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> ht…";FALSE;0;NA;2017-07-17 23:51:30;FALSE;NA;"887097457905152002";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Xavier_Pauta";137;TRUE;FALSE;NA;NA;"Cuenca, Ecuador"
"10";"@ERICKDANNYY @CanelaRadioEc @ERICKDANNYY se merecia ganar!! @CanelaRadioEc";FALSE;0;"ERICKDANNYY";2017-07-17 23:46:54;FALSE;"885698836978597888";"887096303578206214";"1914862884";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"pablody10";1;FALSE;FALSE;NA;NA;"Ecuador"
"11";"@vagosconsuerte @CanelaRadioEc @ExxonDj @rpadpre @jalaldubois Ya regreso de Miami a las 15;05 puntuan jajajajaja <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>";FALSE;0;"vagosconsuerte";2017-07-17 20:20:25;FALSE;"887028930204626945";"887044336877219842";"748561132894433280";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"geovanysimba1";0;FALSE;FALSE;NA;NA;""
"12";"RT @vagosconsuerte: Llegamos!!!!!! Cayeron las aguas!!!! El verano se fue a volver!!!!! Que se ha ido a una boda a Miami, que ya vuelve dic…";FALSE;0;NA;2017-07-17 19:55:45;FALSE;NA;"887038130595016704";NA;"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"CanelaRadioEc";11;TRUE;FALSE;NA;NA;""
"13";"@vagosconsuerte @CanelaRadioEc @ExxonDj @rpadpre @jalaldubois Que max vea 
Salidito a Nancy Armas ayude vea un exce… https://t.co/sS5u8ghi5t";FALSE;0;"vagosconsuerte";2017-07-17 19:52:56;TRUE;"887028930204626945";"887037420578930688";"748561132894433280";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"wilmer_chikito";0;FALSE;FALSE;NA;NA;""
"14";"FALTA POCO PARA LA LLEGA  DE KING DADDY  #1 del <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> A ECUADOR
#DaddyEnQuito
@DYARMY_EQUADOR 
@CanelaRadioEc… https://t.co/3SxDkvM1pm";FALSE;0;NA;2017-07-17 19:35:41;TRUE;NA;"887033079491112960";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"kev_church";0;FALSE;FALSE;NA;NA;""
"15";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/il1Knuvx9l";FALSE;0;NA;2017-07-17 19:24:22;FALSE;NA;"887030234347864064";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"kury_kamak";10;TRUE;FALSE;NA;NA;""
"16";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/HiTcefLCpt";FALSE;0;NA;2017-07-17 19:16:41;FALSE;NA;"887028301226704896";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"EdItO_FAE";4;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"17";"@CanelaRadioEc Jajajaja que bueno";FALSE;0;"CanelaRadioEc";2017-07-17 18:03:36;FALSE;"886633416451661825";"887009905957326849";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"ronaldnievesrec";0;FALSE;FALSE;NA;NA;""
"18";"@CanelaRadioEc Quiero una entraaaaaada";FALSE;0;"arianakramelito";2017-07-17 18:00:28;FALSE;"886978520823496704";"887009119504302081";"354399127";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"arianakramelito";0;FALSE;FALSE;NA;NA;"Ecuador"
"19";"@CanelaRadioEc escucho mañana tarde y noche la radio llamo chorrocientas mil veces, sino esta ocupado no mw contestan <ed><U+00A0><U+00BD><ed><U+00B8><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+0090>";FALSE;1;"CanelaRadioEc";2017-07-17 17:58:56;FALSE;NA;"887008734156816384";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"arianakramelito";0;FALSE;FALSE;NA;NA;"Ecuador"
"20";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/OcQi0qcmlV";FALSE;0;NA;2017-07-17 17:47:36;FALSE;NA;"887005880021078018";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"ALFREDONADIA";13;TRUE;FALSE;NA;NA;""
"21";"@CanelaRadioEc HOLA ME PREGUNTABA COMO ME PIDIERON MIS DATOS SI ESTOY  EN ESO DE LAS ENTRAS PLEASE AYÚDENME CON ESA… https://t.co/wOnhhzkJCj";FALSE;0;"CanelaRadioEc";2017-07-17 16:58:21;TRUE;"885649768063668224";"886993486473506816";"2411790656";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"ERICKDANNYY";0;FALSE;FALSE;NA;NA;"Ecuador"
"22";"@CanelaRadioEc el faraon de la salsa es el señor Oscar de Leon";FALSE;0;"CanelaRadioEc";2017-07-17 16:51:12;FALSE;NA;"886991689470140416";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"heinerbravo87";0;FALSE;FALSE;NA;NA;""
"23";"@CanelaRadioEc @Pepetoala victor manuelle eh tratado BORIS QUINDE SOLANO la entrada porfa.....";FALSE;1;"CanelaRadioEc";2017-07-17 16:50:01;FALSE;NA;"886991388319068162";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"elborisitoppp";0;FALSE;FALSE;NA;NA;"guayaquil ecuador"
"24";"@VictorManuelle eh trstado @CanelaRadioEc @Pepetoala";FALSE;0;"VictorManuelle";2017-07-17 16:36:24;FALSE;NA;"886987962961022977";"30412016";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"elborisitoppp";0;FALSE;FALSE;NA;NA;"guayaquil ecuador"
"25";"Vistor manuelle eh tratado @CanelaRadioEc @Pepetoala";FALSE;0;NA;2017-07-17 16:35:44;FALSE;NA;"886987794886873088";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"elborisitoppp";0;FALSE;FALSE;NA;NA;"guayaquil ecuador"
"26";"@CanelaRadioEc @Pepetoala vistor manuel la entrada porfa";FALSE;0;"CanelaRadioEc";2017-07-17 16:35:02;FALSE;NA;"886987619569217540";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"elborisitoppp";0;FALSE;FALSE;NA;NA;"guayaquil ecuador"
"27";"MARIA ASANZA 
he tratado @CanelaRadioEc @Pepetoala @LoroHomero";FALSE;0;NA;2017-07-17 16:32:41;FALSE;NA;"886987025907318784";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"MariaAsanza6";0;FALSE;FALSE;NA;NA;""
"28";"@CanelaRadioEc @Pepetoala @CanelaRadioEc @Pepetoala mis.nombres Jennifer Del Hierro Villacres";FALSE;0;"45c598d04d60481";2017-07-17 16:23:36;FALSE;"886978274219483138";"886984742331179008";"2960228841";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"45c598d04d60481";0;FALSE;FALSE;NA;NA;"gye"
"29";"@CanelaRadioEc  es grande y largo cuando ve a un hombre se queda medio parado pero cuando ve a una mujer de queda bien parado ¿que sera?";FALSE;0;"CanelaRadioEc";2017-07-17 16:21:16;FALSE;NA;"886984155053121536";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"lady_johanna21";0;FALSE;FALSE;NA;NA;"Ecuador"
"30";"@CanelaRadioEc \"He tratado\" de Victor Manuelle <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BD><ed><U+00B2><U+0083> @Pepetoala  porfa una entrada, se les agradece. #salsaviva
Pablo Yépez";FALSE;1;"CanelaRadioEc";2017-07-17 16:21:07;FALSE;NA;"886984117153394689";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"bito0513";0;FALSE;FALSE;NA;NA;"Ecuador - guayaquil "
"31";"chicoooossss... quiero la entrada..
@CanelaRadioEc y @Pepetoala  la canta Victor Manuelle y se llama HE TRATADO.… https://t.co/WJhaToov8f";FALSE;1;NA;2017-07-17 16:20:51;TRUE;NA;"886984051277606912";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"elianitasg";0;FALSE;FALSE;NA;NA;"Guayaquil,Ecuador"
"32";"@CanelaRadioEc @Pepetoala @LoroHomero MARIA ASANZA 
he tratadoo";FALSE;0;"CanelaRadioEc";2017-07-17 16:20:12;FALSE;NA;"886983887355867136";"2411790656";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"MariaAsanza6";0;FALSE;FALSE;NA;NA;""
"33";"@CanelaRadioEc , cantante VICTOR MANUELLE... \"he tratado\".....
quiero la entrada chicooosss #salsaviva @Pepetoala  
ROBERTO MURILLO MACIAS";FALSE;1;"CanelaRadioEc";2017-07-17 16:18:20;FALSE;NA;"886983418478821376";"2411790656";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"larrodhet";0;FALSE;FALSE;NA;NA;""
"34";"@CanelaRadioEc @Pepetoala El nombre de la cancion es: He Tratado - Victor Manuelle";FALSE;0;"CanelaRadioEc";2017-07-17 16:18:09;FALSE;NA;"886983371049517056";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"GabrielValverd8";0;FALSE;FALSE;NA;NA;"Babahoyo - Los Ríos - Ecuador"
"35";"@CanelaRadioEc EH tratado es el tema d victor manuelle. Guillermo Abad.";FALSE;0;"CanelaRadioEc";2017-07-17 16:16:55;FALSE;NA;"886983059576377344";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"guille_diablo88";0;FALSE;FALSE;NA;NA;""
"36";"Se llama \"He tratado\" porfavor una entrada para salsa viva @CanelaRadioEc @Pepetoala
Pablo Yépez";FALSE;1;NA;2017-07-17 16:16:01;FALSE;NA;"886982831989305344";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"bito0513";0;FALSE;FALSE;NA;NA;"Ecuador - guayaquil "
"37";"Se llama \"He tratado\" porfa una entrda #salsaviva @CanelaRadioEc @Pepetoala";FALSE;1;NA;2017-07-17 16:14:50;FALSE;NA;"886982534269161472";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"bito0513";0;FALSE;FALSE;NA;NA;"Ecuador - guayaquil "
"38";"@CanelaRadioEc en que se parece un poste de luz a una mujer embarazada y a una zanahoria?";FALSE;0;"CanelaRadioEc";2017-07-17 16:13:53;FALSE;NA;"886982297760780289";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"jeramytorres";0;FALSE;FALSE;NA;NA;"cerro sta ana "
"39";"@CanelaRadioEc @Pepetoala la canción se llama he tratado,, aquí casual queriendo ganar la entrada,,, mi nombre es Fabián Rocafuerte";FALSE;0;"CanelaRadioEc";2017-07-17 16:11:47;FALSE;NA;"886981767667888128";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"FabianRocafuer7";0;FALSE;FALSE;NA;NA;"Guayaquil"
"40";"@CanelaRadioEc @Pepetoala aquí casual queriendo ganar la entrada, mi nombre es Fabián Rocafuerte, y la canción se llama he tratado";FALSE;0;"CanelaRadioEc";2017-07-17 16:10:38;FALSE;NA;"886981480513245184";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"FabianRocafuer7";0;FALSE;FALSE;NA;NA;"Guayaquil"
"41";"@CanelaRadioEc he tratado se llama la canción yo María Pía Arboleda jejejeje";FALSE;0;"CanelaRadioEc";2017-07-17 16:10:18;FALSE;NA;"886981396799074304";"2411790656";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"ma_pilla";0;FALSE;FALSE;NA;NA;"Ecuador - guayaquil"
"42";"@CanelaRadioEc @Pepetoala  el nombre de la música es \"He tratado\" de Victor Manuel saludos! #Salsaviva";FALSE;0;"CanelaRadioEc";2017-07-17 16:10:00;FALSE;NA;"886981321377099777";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"DannyOm77696438";0;FALSE;FALSE;NA;NA;"Guayaquil, Ecuador"
"43";"@CanelaRadioEc @Pepetoala @LoroHomero MARIA ASANZA 
he tratado.....";FALSE;0;"CanelaRadioEc";2017-07-17 16:08:59;FALSE;NA;"886981062274035712";"2411790656";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"MariaAsanza6";0;FALSE;FALSE;NA;NA;""
"44";"RT @ma_mariu: @CanelaRadioEc @Pepetoala el tema es He tratado d Victor Manuel me llamo Mariuxi Pasato Murillo son lo maximo  ;-)";FALSE;0;NA;2017-07-17 16:06:23;FALSE;NA;"886980409497726978";NA;"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"ma_mariu";1;TRUE;FALSE;NA;NA;""
"45";"El nombre de la música es \"He Tratado\" de Victor Manuel @CanelaRadioEc  @Pepetoala Saludos! #Salsaviva";FALSE;0;NA;2017-07-17 16:06:16;FALSE;NA;"886980379231604736";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"DannyOm77696438";0;FALSE;FALSE;NA;NA;"Guayaquil, Ecuador"
"46";"@Pepetoala @CanelaRadioEc El tema de la musica es #HeTratado  de Victor Manuel. <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B7><ed><U+00A0><U+00BC><ed><U+00BE><U+00BA>
Luis Gomez Damiani https://t.co/50rZSSZgJb";FALSE;1;"Pepetoala";2017-07-17 16:05:36;FALSE;NA;"886980211077787649";"211554266";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"luis_alfredo_gd";0;FALSE;FALSE;NA;NA;"San Juan"
"47";"@CanelaRadioEc he tratado me llamo mariuxi pasato murillo @Pepetoala";FALSE;0;"CanelaRadioEc";2017-07-17 16:05:22;FALSE;NA;"886980152592408577";"2411790656";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"ma_mariu";0;FALSE;FALSE;NA;NA;""
"48";"RT @jazauxil: @CanelaRadioEc he tratado Víctor manuel jazminmontecemoran+1";FALSE;0;NA;2017-07-17 16:04:59;FALSE;NA;"886980056286941184";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"jazauxil";1;TRUE;FALSE;NA;NA;""
"49";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/QsCfYmVjBR";FALSE;0;NA;2017-07-17 16:04:27;FALSE;NA;"886979923541467137";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"andy78checav";3;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"50";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/ltK4WvbSJQ";FALSE;0;NA;2017-07-17 16:04:08;FALSE;NA;"886979843602219008";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"andy78checav";5;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"51";"@CanelaRadioEc @Pepetoala @LoroHomero MARIA ASANZA 
he tratado....";FALSE;0;"CanelaRadioEc";2017-07-17 16:04:07;FALSE;NA;"886979838912983040";"2411790656";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"MariaAsanza6";0;FALSE;FALSE;NA;NA;""
"52";"@CanelaRadioEc he tratado Víctor manuel jazminmontecemoran+1";FALSE;0;"CanelaRadioEc";2017-07-17 16:03:31;FALSE;NA;"886979689809686528";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"jazauxil";1;FALSE;FALSE;NA;NA;""
"53";"El nombre de la canción es He tratado de Víctor Manuel @Pepetoala @CanelaRadioEc";FALSE;0;NA;2017-07-17 16:03:25;FALSE;NA;"886979664408870912";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"karo_jessy24";0;FALSE;FALSE;NA;NA;"Guayaquil, Ecuador"
"54";"@Pepetoala @CanelaRadioEc El tema de la musica es #HeTratado  de Victor Manuel. <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B7><ed><U+00A0><U+00BC><ed><U+00BE><U+00BA>
Luis Gomez Damiani https://t.co/kohDiymJ52";FALSE;1;"Pepetoala";2017-07-17 16:03:25;FALSE;NA;"886979661732904962";"211554266";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"luis_alfredo_gd";0;FALSE;FALSE;NA;NA;"San Juan"
"55";"@CanelaRadioEc el titulo de la cancion es he tratado";FALSE;0;"CanelaRadioEc";2017-07-17 16:03:15;FALSE;NA;"886979620297469952";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"RossibellPesan1";0;FALSE;FALSE;NA;NA;"Samborondon, Ecuador"
"56";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/8YZmMDuorY";FALSE;0;NA;2017-07-17 16:03:05;FALSE;NA;"886979576672473088";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"andy78checav";3;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"57";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/HiTcefLCpt";FALSE;0;NA;2017-07-17 16:02:31;FALSE;NA;"886979434561097728";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"andy78checav";4;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"58";"@CanelaRadioEc @Pepetoala el tema es He tratado d Victor Manuel me llamo Mariuxi Pasato Murillo son lo maximo  ;-)";FALSE;0;"CanelaRadioEc";2017-07-17 16:02:29;FALSE;NA;"886979429397929986";"2411790656";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"ma_mariu";1;FALSE;FALSE;NA;NA;""
"59";"RT @CanelaRadioEc: #TienesQueSerFeliz https://t.co/XgWbn6QQUa";FALSE;0;NA;2017-07-17 16:02:12;FALSE;NA;"886979356538552320";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"andy78checav";1;TRUE;FALSE;NA;NA;"Quito, Ecuador"
"60";"Soy gabriela gallo samaniego la respuesta es eh tratado de victor manuel @CanelaRadioEc @pepetoala";FALSE;0;NA;2017-07-17 16:02:06;FALSE;NA;"886979329883873280";NA;"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"28gaso";0;FALSE;FALSE;NA;NA;""
"61";"@Pepetoala @CanelaRadioEc El tema de la musica es #HeTratado  de Victor Manuel. <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B7><ed><U+00A0><U+00BC><ed><U+00BE><U+00BA>
Luis Gomez Damiani https://t.co/HDbLMm9RoZ";FALSE;1;"Pepetoala";2017-07-17 16:01:15;FALSE;NA;"886979115303284737";"211554266";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"luis_alfredo_gd";0;FALSE;FALSE;NA;NA;"San Juan"
"62";"@CanelaRadioEc la canción se llama HE TRATADO";FALSE;0;"CanelaRadioEc";2017-07-17 16:00:49;FALSE;NA;"886979008436600836";"2411790656";"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"JotaCeVasco";0;FALSE;FALSE;NA;NA;""
"63";"El nombre de la cancion es He Tratado de Victor Manuel @Pepetoala @CanelaRadioEc";FALSE;0;NA;2017-07-17 16:00:40;FALSE;NA;"886978970708832258";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Vaneydama";0;FALSE;FALSE;NA;NA;""
"64";"@CanelaRadioEc la canción se llama E Tratado....me llamo Danny anzules Franco";FALSE;0;"CanelaRadioEc";2017-07-17 16:00:36;FALSE;NA;"886978953977753600";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"danzules";0;FALSE;FALSE;NA;NA;"ecuador"
"65";"@CanelaRadioEc es he tratado la canción mi nombre María Pía Arboleda Alvear por faaaa";FALSE;0;"CanelaRadioEc";2017-07-17 16:00:26;FALSE;NA;"886978913527902208";"2411790656";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"ma_pilla";0;FALSE;FALSE;NA;NA;"Ecuador - guayaquil"
"66";"@CanelaRadioEc he tratado Víctor manuel jazminmontecemoran";FALSE;0;"CanelaRadioEc";2017-07-17 16:00:16;FALSE;NA;"886978871916204032";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"jazauxil";0;FALSE;FALSE;NA;NA;""
"67";"@CanelaRadioEc @Pepetoala  SALUDOS CORDIALES SE LLAMA HE TRATADO DE VICTOR MANUEL";FALSE;0;"CanelaRadioEc";2017-07-17 16:00:10;FALSE;NA;"886978845160636417";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"saulroberto80";0;FALSE;FALSE;NA;NA;""
"68";"@Pepetoala @CanelaRadioEc  he tratado victor manuel karen diaz barre";FALSE;0;"Pepetoala";2017-07-17 16:00:05;FALSE;NA;"886978825669750784";"211554266";"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Diazkaren01";0;FALSE;FALSE;NA;NA;""
"69";"@CanelaRadioEc @Pepetoala La canción de Víctor Manuel se llama #He Tratado.";FALSE;0;"CanelaRadioEc";2017-07-17 16:00:03;FALSE;NA;"886978813560860672";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Mostrodealto";0;FALSE;FALSE;NA;NA;"Guayaquil, Ecuador"
"70";"@CanelaRadioEc Victor Manuel  he tratado..canelocos";FALSE;0;"CanelaRadioEc";2017-07-17 15:59:55;FALSE;NA;"886978780392280064";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Carito04633026";0;FALSE;FALSE;NA;NA;""
"71";"@Pepetoala  @CanelaRadioEc  eh tratado..jorge moran choez";FALSE;0;"Pepetoala";2017-07-17 15:59:48;FALSE;NA;"886978753909358592";"211554266";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"20Jarturo";0;FALSE;FALSE;NA;NA;""
"72";"@CanelaRadioEc he tratado María Pía arboleda";FALSE;0;"CanelaRadioEc";2017-07-17 15:59:43;FALSE;NA;"886978731369271297";"2411790656";"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Lite</a>";"ma_pilla";0;FALSE;FALSE;NA;NA;"Ecuador - guayaquil"
"73";"He Tratado - Victor Manuel @Pepetoala @CanelaRadioEc";FALSE;0;NA;2017-07-17 15:59:35;FALSE;NA;"886978697437360129";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"gaby_ya1721";0;FALSE;FALSE;NA;NA;"Guayaquil - Ecuador"
"74";"@CanelaRadioEc  @Pepetoala  El titulo de la cancion es \"He Tratado\".... de Victor Manuelle";FALSE;0;"CanelaRadioEc";2017-07-17 15:59:24;FALSE;NA;"886978650196787200";"2411790656";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"darwolf22";0;FALSE;FALSE;NA;NA;""
