"n";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"localidad"
"1";"@RubenBlades cambiará las giras de salsa por la política";FALSE;0;"rubenblades";2017-07-18 04:00:02;FALSE;NA;"887160004087881729";"36928426";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"2";"RT @Jeykomusicind: Buenas mi gente de Twitter #ecuador #Colombia #NewYork @Jeykomusicind @Spanish_Trap_ @labrujaecuador  @SonyMusicCol @Son…";FALSE;0;NA;2017-07-18 03:03:22;FALSE;NA;"887145743420719106";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Jeykomusicind";2;TRUE;FALSE;NA;NA;"Ecuador- cuenca"
"3";"@Maluma cae en la fiebre de “Mi Gente” el nuevo tema de @JBalvin";FALSE;0;"maluma";2017-07-18 03:00:02;FALSE;NA;"887144904987639808";"153433497";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"4";"FC Bayern reveló su nuevo uniforme de visitante para la temporada 2017-2018 https://t.co/nXqR2hhHGJ";FALSE;1;NA;2017-07-18 02:00:01;FALSE;NA;"887129801525309441";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"5";"https://t.co/o1SyTukx1c";FALSE;1;NA;2017-07-18 01:00:02;FALSE;NA;"887114708339179520";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"6";"Mischa Barton habla de la difusión de su video sexual: \"Hay un estigma con este tipo de cosas\"";FALSE;0;NA;2017-07-18 00:30:01;FALSE;NA;"887107153714192385";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"7";"@labrujaecuador hola me ayudas con #NiReggaetonNiRock de @GenaroMeCachas @GenaroFanClubEc gracias @KiaveNove";FALSE;0;"labrujaecuador";2017-07-18 00:19:32;FALSE;NA;"887104513202688004";"82985256";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"GenaroFanClubEc";0;FALSE;FALSE;NA;NA;""
"8";"hola @labrujaecuador nos complacen con #QuedateConmigo de @jesusmiranda gracias!!! 
@ArtistGrup @UniversalMusicE @pvillalobosm <U+2764>";FALSE;0;NA;2017-07-18 00:07:24;FALSE;NA;"887101460466606081";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"chynomiranda_ec";0;FALSE;FALSE;NA;NA;"Quito, Ecuador"
"9";"hola @labrujaecuador nos complacen con #QuedateConmigo de @jesusmiranda gracias!!! <U+2764>
@ArtistGrup @UniversalMusicE @pvillalobosm";FALSE;0;NA;2017-07-18 00:07:13;FALSE;NA;"887101412819206144";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"chynomiranda_ec";0;FALSE;FALSE;NA;NA;"Quito, Ecuador"
"10";"hola @labrujaecuador nos complacen con #QuedateConmigo de @jesusmiranda gracias!!! 
@ArtistGrup @UniversalMusicE @pvillalobosm";FALSE;1;NA;2017-07-18 00:04:36;FALSE;NA;"887100755420876800";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"chynomiranda_ec";0;FALSE;FALSE;NA;NA;"Quito, Ecuador"
"11";"Revelan nuevo adelanto del esperado filme \"El regreso de Mary Poppins\" https://t.co/RlpNhlIe5m";FALSE;2;NA;2017-07-18 00:00:02;FALSE;NA;"887099608375197705";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"12";"https://t.co/6LewNPRWyx";FALSE;1;NA;2017-07-17 23:30:01;FALSE;NA;"887092055180099585";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"13";"¡Hola  amigos! @labrujaecuador linda tarde por favor me gustaría escuchar la nueva canción de @betozenere #ParaSiempre gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>";FALSE;1;NA;2017-07-17 23:03:07;FALSE;NA;"887085282339815427";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"KarenRiveristaE";0;FALSE;FALSE;NA;NA;""
"14";"Confirman nueva cinta de Leonardo DiCaprio y Martin Scorsese";FALSE;0;NA;2017-07-17 23:00:02;FALSE;NA;"887084506166853632";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"15";"Hola @labrujaecuador pueden poner #DevuélvemeElCorazón @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE";FALSE;0;NA;2017-07-17 22:34:50;FALSE;NA;"887078167655174144";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"alejandra_9_8";0;FALSE;FALSE;NA;NA;""
"16";"Will Smith será parte del elenco de \"Aladdin\" en su versión de acción real";FALSE;1;NA;2017-07-17 22:30:00;FALSE;NA;"887076950426042368";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";2;FALSE;FALSE;NA;NA;"Ecuador "
"17";"RT @labrujaecuador: Lanzan revelador making-of de \"Star Wars Episodio VIII: Los últimos Jedi\" https://t.co/FCye6x92B3";FALSE;0;NA;2017-07-17 22:00:44;FALSE;NA;"887069583450021888";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"takashijakome";1;TRUE;FALSE;NA;NA;""
"18";"Lanzan revelador making-of de \"Star Wars Episodio VIII: Los últimos Jedi\" https://t.co/FCye6x92B3";FALSE;0;NA;2017-07-17 22:00:00;FALSE;NA;"887069400242704384";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"19";"Warner Bros. publica nuevo adelanto de la secuela \"Blade Runner 2049\"
https://t.co/rZi2Pxkfi5";FALSE;1;NA;2017-07-17 21:30:01;FALSE;NA;"887061856245960706";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"20";"Emily Blunt y \"El regreso de Mary Poppins\": \"Fuimos muy protectores de la película original\"";FALSE;0;NA;2017-07-17 21:00:03;FALSE;NA;"887054314287620096";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"21";"Los reinos se preparan para la \"Gran Guerra\": Así fue el estreno de la séptima temporada de \"Game of Thrones\"";FALSE;1;NA;2017-07-17 20:30:01;FALSE;NA;"887046755157778432";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"22";"<ed><U+00A0><U+00BD><ed><U+00B4><U+009D><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/W253gaXuxJ";FALSE;3;NA;2017-07-17 20:07:43;FALSE;NA;"887041144042991617";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"DENISJARRIN";0;FALSE;FALSE;NA;NA;""
"23";"https://t.co/Cgklq57Aiy";FALSE;1;NA;2017-07-17 20:00:02;FALSE;NA;"887039207675265024";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"24";"A los 89 años muere el actor de la serie \"Misión Imposible\" Martin Landau";FALSE;0;NA;2017-07-17 19:30:02;FALSE;NA;"887031658494537729";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"25";"\"El planeta de los simios: La guerra\" conquista la taquilla norteamericana en su fin de semana de estreno";FALSE;0;NA;2017-07-17 19:00:01;FALSE;NA;"887024103697371137";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"26";"Jane Fonda y Robert Redford recibirán premio en Festival de Venecia por su trayectoria";FALSE;2;NA;2017-07-17 18:30:01;FALSE;NA;"887016553647976448";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"27";"https://t.co/TURtrCbQHW";FALSE;0;NA;2017-07-17 18:00:04;FALSE;NA;"887009018148827141";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"28";"Autor de \"Por trece razones\" habla de las \"polémicas\" escenas en la adaptación de Netflix: \"Tienen que ser incómodas\"";FALSE;2;NA;2017-07-17 17:30:02;FALSE;NA;"887001458318725122";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"29";"Cuéntame!
Cuál es tu gran pasión?
Escríbenos a través del WhatsApp 0998777777 @labrujaecuador escúchanos en todo el Ecuador <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>";FALSE;0;NA;2017-07-17 17:28:40;FALSE;NA;"887001117795680256";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"indacocheaLoly";0;FALSE;FALSE;NA;NA;"Manta-Manabí-Ecuador"
"30";"Harry Styles debuta como actor en película bélica ‘Dunkirk’";FALSE;1;NA;2017-07-17 17:00:03;FALSE;NA;"886993914149953537";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"31";"Mark Hamill rinde homenaje a Carrie Fisher, su ‘hermana espacial’";FALSE;2;NA;2017-07-17 16:30:01;FALSE;NA;"886986355821039616";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"32";"Buen día @labrujaecuador me pueden complacer  con la canción  #NiReggaetonNiRock de @GenaroMeCachas @KiaveNove  @GenaroFanClubEc gracias<U+2764><ed><U+00A0><U+00BC><ed><U+00BE><U+00B8><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>";FALSE;3;NA;2017-07-17 16:01:59;FALSE;NA;"886979303883374593";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"ShadeBaez";0;FALSE;FALSE;NA;NA;""
"33";"‘Vivo pensando en ti’, el reciente trabajo musical entre Felipe Peláez y Maluma";FALSE;1;NA;2017-07-17 16:00:02;FALSE;NA;"886978811362852864";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"34";"Disney reúne a sus princesas para presentar sus próximas cintas animadas";FALSE;0;NA;2017-07-17 15:30:02;FALSE;NA;"886971262366621696";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"35";"Buenos días @labrujaecuador  me podrían complacer con la canción #MiGente <ed><U+00A0><U+00BC><ed><U+00BC><U+008E>  @JBALVIN <U+26A1><U+FE0F><U+26A1><U+FE0F> @jbalvin_ecuador  Gracias !";FALSE;0;NA;2017-07-17 15:13:01;FALSE;NA;"886966980544221184";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"EnergiaWilliam";0;FALSE;FALSE;NA;NA;""
"36";"Actor Martin Landau muere a los 89 años";FALSE;0;NA;2017-07-17 15:00:00;FALSE;NA;"886963703874072577";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"37";"Lewis Hamilton gana por cuarta vez consecutiva el GP de Gran Bretaña";FALSE;0;NA;2017-07-17 14:30:02;FALSE;NA;"886956162108837888";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"38";"Arrestan a cantante Aaron Carter y su novia en Georgia";FALSE;2;NA;2017-07-17 14:00:02;FALSE;NA;"886948610373435392";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"39";"'El planeta de los simios' destrona al 'Hombre Araña' en la taquilla de Norteamérica";FALSE;2;NA;2017-07-17 13:30:00;FALSE;NA;"886941055286824964";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"40";"Avengers: Infinity War unirá en una misma cinta a todos los superhéroes de las adaptaciones de Marvel al cine";FALSE;3;NA;2017-07-17 13:00:47;FALSE;NA;"886933699404627968";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"41";"La cantante @Ana_Torroja se encuentra en Estados Unidos como parte de la gira solista \"Conexión\"";FALSE;0;NA;2017-07-17 12:32:58;FALSE;NA;"886926702475169793";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"42";"Mel B está obligada a pagar 40 mil dólares mensuales a su ex";FALSE;1;NA;2017-07-17 11:59:46;FALSE;NA;"886918347778117632";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"43";"Así quedaron las posiciones en el ATP https://t.co/mdJdhV3NI0";FALSE;1;NA;2017-07-17 11:28:18;FALSE;NA;"886910425882931200";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"44";"Tom Holland y Zendaya, protagonistas de la película \"Spider-Man: Home coming\", son la nueva pareja de enamorados";FALSE;2;NA;2017-07-17 11:26:16;FALSE;NA;"886909914056200192";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"45";"RT @Jeykomusicind: Buenas mi gente de Twitter #ecuador #Colombia #NewYork @Jeykomusicind @Spanish_Trap_ @labrujaecuador  @SonyMusicCol @Son…";FALSE;0;NA;2017-07-17 04:15:04;FALSE;NA;"886801401107681281";NA;"<a href=\"http://ecuabot.org\" rel=\"nofollow\">EcuaBot 2.0</a>";"ecuabot";2;TRUE;FALSE;NA;NA;"Ecuador"
"46";"Buenas mi gente de Twitter #ecuador #Colombia #NewYork @Jeykomusicind @Spanish_Trap_ @labrujaecuador  @SonyMusicCol… https://t.co/uOvZTwAbJD";FALSE;2;NA;2017-07-17 04:13:34;TRUE;NA;"886801024031346690";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Jeykomusicind";2;FALSE;FALSE;NA;NA;"Ecuador- cuenca"
"47";"#WarForThePlanet  lidera la taquilla de EU";FALSE;0;NA;2017-07-17 03:05:09;FALSE;NA;"886783805092233220";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"48";"Una mujer interpretará a \"Doctor Who\" y será Jodie Whittaker";FALSE;1;NA;2017-07-17 02:00:54;FALSE;NA;"886767634292846593";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"49";"Enrique Iglesias fue abucheado en un concierto en Santander";FALSE;0;NA;2017-07-17 01:02:09;FALSE;NA;"886752851543957504";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"50";"Fallece George A. Romero, director de “La noche de los muertos vivientes”";FALSE;2;NA;2017-07-16 23:56:05;FALSE;NA;"886736226119819264";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";2;FALSE;FALSE;NA;NA;"Ecuador "
"51";"A Rubén Blades no le faltan proyectos, pero sí tiempo. Por eso anunció su última gira de salsa";FALSE;2;NA;2017-07-16 23:00:52;FALSE;NA;"886722329711169544";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"52";"Firma japonesa Toshiba quiere acelerar venta de unidad de chips";FALSE;0;NA;2017-07-16 22:10:38;FALSE;NA;"886709687680421889";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"53";".@dannocean “Vuelve” con nueva canción";FALSE;0;NA;2017-07-16 21:04:05;FALSE;NA;"886692939350593536";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"54";".@Louis_Tomlinson ya tiene disquera y prepara el lanzamiento de su tema “Back to You”";FALSE;1;NA;2017-07-16 19:57:08;FALSE;NA;"886676092249149440";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"55";"@carmenelectra manosea a estatua de @zacefron https://t.co/lj1rFgHWYU";FALSE;0;"carmenelectra";2017-07-16 19:09:38;FALSE;NA;"886664137958404100";"191690176";"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"56";"@kesharose vuelve a conquistarnos con el single “Praying”";FALSE;0;"KeshaRose";2017-07-16 17:57:57;FALSE;NA;"886646096268865536";"26090319";"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"57";"El Dj @zedd y el ex One Direction @liampayne se unen para presentarnos el sencillo “Get Low”";FALSE;1;NA;2017-07-16 16:26:46;FALSE;NA;"886623149479145473";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"58";"FEDERER CAMPEON DE WIMBLEDON. El suizo derrotó a Cilic 6-3, 6-1, 6-4 y obtiene su Grand Slam 19";FALSE;1;NA;2017-07-16 14:53:21;FALSE;NA;"886599643345412096";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";2;FALSE;FALSE;NA;NA;"Ecuador "
"59";"Roger Federer campeón una vez de Wimbledon";FALSE;4;NA;2017-07-16 14:52:08;FALSE;NA;"886599335307341824";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";4;FALSE;FALSE;NA;NA;"Ecuador "
"60";"'The Walking Dead': AMC usa como defensa en un juicio los agresivos correos del co-creador de la serie";FALSE;0;NA;2017-07-16 12:59:49;FALSE;NA;"886571069167075329";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"61";"@labrujaecuador Sin palabras... https://t.co/2GHKZKWoPx";FALSE;0;"labrujaecuador";2017-07-16 11:43:11;FALSE;"886420125309693954";"886551786085068800";"82985256";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"yojuancql";0;FALSE;FALSE;NA;NA;"Cuenca, Ecuador"
